ID	H	E	C
Seq_1397378	41.66666666666667	3.787878787878788	54.54545454545454
Seq_2027622	31.88405797101449	36.231884057971016	31.88405797101449
Seq_2052447	0.0	0.0	100.0
Seq_417830	0.0	26.08695652173913	73.91304347826086
Seq_437886	36.15384615384615	13.076923076923078	50.76923076923077
Seq_369739	38.93129770992366	3.0534351145038165	58.01526717557252
Seq_2422817	69.35483870967742	0.0	30.64516129032258
Seq_369737	12.244897959183673	8.16326530612245	79.59183673469387
Seq_76922	11.76470588235294	26.797385620915033	61.43790849673203
Seq_1176670	40.42553191489361	0.0	59.57446808510638
Seq_1353678	46.236559139784944	6.451612903225806	47.31182795698925
Seq_2242133	74.44444444444444	0.0	25.555555555555554
Seq_1021008	31.372549019607842	29.411764705882355	39.21568627450981
Seq_888082	0.0	49.411764705882355	50.588235294117645
Seq_1985810	46.666666666666664	11.666666666666666	41.66666666666667
Seq_371469	33.33333333333333	1.4492753623188406	65.21739130434783
Seq_762869	0.0	0.0	100.0
Seq_762868	0.0	0.0	100.0
Seq_1818409	23.853211009174313	6.422018348623854	69.72477064220183
Seq_1220487	40.0	24.0	36.0
Seq_370254	56.63716814159292	12.389380530973451	30.973451327433626
Seq_1598780	45.1219512195122	10.975609756097562	43.90243902439025
Seq_1780173	30.708661417322837	33.07086614173229	36.22047244094488
Seq_1840697	47.87234042553192	0.0	52.12765957446809
Seq_1626665	23.762376237623762	22.772277227722775	53.46534653465347
Seq_1684431	59.61538461538461	1.9230769230769231	38.46153846153847
Seq_1939084	20.454545454545457	4.545454545454546	75.0
Seq_1942742	86.66666666666667	3.3333333333333335	10.0
Seq_1946928	7.894736842105263	34.21052631578947	57.89473684210527
Seq_1304661	22.535211267605636	9.859154929577464	67.6056338028169
Seq_2425830	35.714285714285715	35.714285714285715	28.57142857142857
Seq_2425839	41.02564102564102	23.931623931623932	35.04273504273504
Seq_1265385	2.9702970297029703	40.5940594059406	56.43564356435643
Seq_1835644	0.0	0.0	100.0
Seq_2139544	47.674418604651166	16.86046511627907	35.46511627906977
Seq_1835649	0.0	0.0	100.0
Seq_424428	29.357798165137616	5.5045871559633035	65.13761467889908
Seq_47583	50.0	19.35483870967742	30.64516129032258
Seq_2213848	47.5177304964539	10.638297872340425	41.843971631205676
Seq_1220494	35.18518518518518	22.22222222222222	42.592592592592595
Seq_1372516	6.666666666666667	41.11111111111111	52.22222222222223
Seq_1286284	58.3941605839416	8.75912408759124	32.846715328467155
Seq_607798	49.572649572649574	14.529914529914532	35.8974358974359
Seq_2148605	73.23943661971832	0.0	26.76056338028169
Seq_1661546	11.214953271028037	26.168224299065418	62.616822429906534
Seq_823726	26.47058823529412	35.294117647058826	38.23529411764706
Seq_1838794	41.17647058823529	5.88235294117647	52.94117647058824
Seq_1591757	28.04878048780488	34.146341463414636	37.80487804878049
Seq_1003881	38.31775700934579	17.75700934579439	43.925233644859816
Seq_2347229	44.73684210526316	26.31578947368421	28.947368421052634
Seq_361470	0.0	0.0	100.0
Seq_430810	35.38461538461539	33.07692307692307	31.538461538461537
Seq_991601	32.142857142857146	25.0	42.857142857142854
Seq_1377356	0.0	47.22222222222222	52.77777777777778
Seq_1247688	0.0	38.73873873873874	61.261261261261254
Seq_1231712	17.94871794871795	38.46153846153847	43.58974358974359
Seq_2422517	59.34065934065934	0.0	40.65934065934066
Seq_1586574	20.0	12.307692307692308	67.6923076923077
Seq_268903	38.63636363636363	15.909090909090908	45.45454545454545
Seq_268901	52.63157894736842	15.789473684210526	31.57894736842105
Seq_1015418	62.121212121212125	1.5151515151515151	36.36363636363637
Seq_772717	12.676056338028168	28.169014084507044	59.154929577464785
Seq_28015	29.292929292929294	35.35353535353536	35.35353535353536
Seq_500548	54.761904761904766	11.904761904761903	33.33333333333333
Seq_276035	23.28767123287671	36.986301369863014	39.726027397260275
Seq_554929	0.0	35.23809523809524	64.76190476190476
Seq_1249888	40.56603773584906	20.754716981132077	38.67924528301887
Seq_723576	0.0	54.166666666666664	45.83333333333333
Seq_1152188	19.26605504587156	22.93577981651376	57.798165137614674
Seq_500542	62.5	10.227272727272728	27.27272727272727
Seq_723573	0.0	53.84615384615385	46.15384615384615
Seq_798935	35.714285714285715	11.428571428571429	52.85714285714286
Seq_757240	0.0	40.625	59.375
Seq_1094854	12.048192771084338	20.481927710843372	67.46987951807229
Seq_2173146	41.17647058823529	2.3529411764705883	56.470588235294116
Seq_1094858	11.904761904761903	21.428571428571427	66.66666666666666
Seq_806557	63.888888888888886	0.0	36.11111111111111
Seq_2228295	76.53061224489795	0.0	23.46938775510204
Seq_784236	65.38461538461539	6.153846153846154	28.46153846153846
Seq_218316	15.555555555555555	45.55555555555556	38.88888888888889
Seq_736700	20.833333333333336	34.375	44.79166666666667
Seq_896674	36.144578313253014	12.048192771084338	51.80722891566265
Seq_1106518	60.97560975609756	9.75609756097561	29.268292682926827
Seq_1932677	54.65116279069767	0.0	45.348837209302324
Seq_259784	30.14705882352941	18.38235294117647	51.470588235294116
Seq_259786	26.95035460992908	21.98581560283688	51.06382978723404
Seq_266764	61.61616161616161	2.0202020202020203	36.36363636363637
Seq_245123	31.428571428571427	34.285714285714285	34.285714285714285
Seq_1338506	45.56962025316456	22.78481012658228	31.645569620253166
Seq_495800	0.0	43.47826086956522	56.52173913043478
Seq_1523008	3.4482758620689653	47.12643678160919	49.42528735632184
Seq_1752321	26.495726495726498	27.350427350427353	46.15384615384615
Seq_430100	15.068493150684931	24.65753424657534	60.273972602739725
Seq_174212	53.246753246753244	15.584415584415584	31.16883116883117
Seq_911374	35.41666666666667	30.208333333333332	34.375
Seq_449548	47.5609756097561	11.585365853658537	40.853658536585364
Seq_1883541	63.70967741935484	0.0	36.29032258064516
Seq_1842229	17.687074829931973	40.816326530612244	41.49659863945578
Seq_535379	34.93975903614458	21.686746987951807	43.373493975903614
Seq_395073	34.64052287581699	17.647058823529413	47.712418300653596
Seq_2345265	28.000000000000004	26.666666666666668	45.33333333333333
Seq_1371193	62.96296296296296	2.7777777777777777	34.25925925925926
Seq_316012	15.625	0.0	84.375
Seq_681901	76.59574468085107	0.0	23.404255319148938
Seq_69963	63.51351351351351	0.0	36.486486486486484
Seq_787504	36.708860759493675	13.291139240506327	50.0
Seq_1769452	44.871794871794876	25.64102564102564	29.48717948717949
Seq_724313	17.857142857142858	30.714285714285715	51.42857142857142
Seq_605559	71.05263157894737	0.0	28.947368421052634
Seq_954486	60.60606060606061	13.131313131313133	26.262626262626267
Seq_1300808	63.52941176470588	10.588235294117647	25.882352941176475
Seq_253786	71.42857142857143	0.0	28.57142857142857
Seq_568849	26.5625	14.84375	58.59375
Seq_2259280	40.5940594059406	19.801980198019802	39.603960396039604
Seq_253788	76.0	0.0	24.0
Seq_1272175	41.04477611940299	31.343283582089555	27.611940298507463
Seq_1794382	0.0	0.0	100.0
Seq_2175274	39.66942148760331	0.0	60.33057851239669
Seq_566339	14.285714285714285	47.95918367346938	37.755102040816325
Seq_1182733	89.13043478260869	0.0	10.869565217391305
Seq_1749447	39.682539682539684	12.698412698412698	47.61904761904761
Seq_1625878	69.66292134831461	0.0	30.337078651685395
Seq_2191513	0.0	47.61904761904761	52.38095238095239
Seq_1866067	34.53237410071942	22.302158273381295	43.16546762589928
Seq_1625870	83.52941176470588	0.0	16.470588235294116
Seq_2253701	42.465753424657535	21.232876712328768	36.3013698630137
Seq_626402	11.538461538461538	65.38461538461539	23.076923076923077
Seq_98142	44.07894736842105	23.684210526315788	32.23684210526316
Seq_147669	49.532710280373834	0.9345794392523363	49.532710280373834
Seq_1953888	24.637681159420293	39.130434782608695	36.231884057971016
Seq_1745252	23.404255319148938	31.914893617021278	44.680851063829785
Seq_877191	76.59574468085107	0.0	23.404255319148938
Seq_424946	37.234042553191486	18.085106382978726	44.680851063829785
Seq_420225	57.22222222222222	8.88888888888889	33.88888888888889
Seq_2226502	0.0	48.837209302325576	51.162790697674424
Seq_1738316	25.268817204301076	21.236559139784948	53.494623655913976
Seq_2226506	0.0	47.368421052631575	52.63157894736842
Seq_610084	0.0	36.79245283018868	63.20754716981132
Seq_585105	0.0	0.0	100.0
Seq_1699895	0.0	0.0	100.0
Seq_1699893	0.0	0.0	100.0
Seq_1325705	45.45454545454545	16.161616161616163	38.38383838383838
Seq_807982	76.86567164179104	0.0	23.134328358208954
Seq_2023577	14.457831325301203	22.89156626506024	62.65060240963856
Seq_2207979	31.57894736842105	5.263157894736842	63.1578947368421
Seq_544826	0.0	34.146341463414636	65.85365853658537
Seq_544825	0.0	30.23255813953488	69.76744186046511
Seq_747451	30.120481927710845	30.120481927710845	39.75903614457831
Seq_1247309	27.55102040816326	3.061224489795918	69.38775510204081
Seq_1425227	62.121212121212125	0.0	37.878787878787875
Seq_1336227	33.94495412844037	0.0	66.05504587155964
Seq_764673	45.88235294117647	0.0	54.11764705882353
Seq_189719	79.45205479452055	0.0	20.54794520547945
Seq_189717	73.80952380952381	0.0	26.190476190476193
Seq_418724	41.30434782608695	14.130434782608695	44.565217391304344
Seq_1083361	60.317460317460316	0.0	39.682539682539684
Seq_189711	68.91891891891892	0.0	31.08108108108108
Seq_290892	0.0	48.214285714285715	51.78571428571429
Seq_1953082	8.19672131147541	37.704918032786885	54.09836065573771
Seq_1090585	27.77777777777778	25.0	47.22222222222222
Seq_1953089	0.0	37.5	62.5
Seq_1406714	45.78313253012048	18.072289156626507	36.144578313253014
Seq_672336	19.78021978021978	40.65934065934066	39.56043956043956
Seq_542174	1.7964071856287425	49.101796407185624	49.101796407185624
Seq_675521	30.909090909090907	24.545454545454547	44.54545454545455
Seq_1670091	51.11111111111111	15.555555555555555	33.33333333333333
Seq_675529	13.793103448275861	33.33333333333333	52.87356321839081
Seq_1571540	38.333333333333336	23.333333333333332	38.333333333333336
Seq_1043255	70.1492537313433	0.0	29.850746268656714
Seq_1571548	38.46153846153847	21.53846153846154	40.0
Seq_1583338	30.107526881720432	21.50537634408602	48.38709677419355
Seq_821848	6.1946902654867255	43.36283185840708	50.442477876106196
Seq_1761071	11.76470588235294	38.23529411764706	50.0
Seq_210854	22.35294117647059	40.0	37.64705882352941
Seq_777276	25.0	42.04545454545455	32.95454545454545
Seq_2084905	58.252427184466015	7.766990291262135	33.980582524271846
Seq_608098	58.2089552238806	10.44776119402985	31.343283582089555
Seq_1110660	36.36363636363637	0.0	63.63636363636363
Seq_1340971	40.38461538461539	22.115384615384613	37.5
Seq_879870	78.57142857142857	2.857142857142857	18.571428571428573
Seq_572341	2.3255813953488373	25.581395348837212	72.09302325581395
Seq_1895214	64.86486486486487	9.00900900900901	26.126126126126124
Seq_572344	0.0	35.64356435643564	64.35643564356435
Seq_1583193	21.782178217821784	40.5940594059406	37.62376237623762
Seq_166201	26.595744680851062	20.212765957446805	53.191489361702125
Seq_2054409	2.307692307692308	47.69230769230769	50.0
Seq_173606	50.98039215686274	7.8431372549019605	41.17647058823529
Seq_1773281	23.076923076923077	17.582417582417584	59.34065934065934
Seq_754751	83.82352941176471	0.0	16.176470588235293
Seq_2416591	38.333333333333336	18.333333333333332	43.333333333333336
Seq_2016117	50.0	0.0	50.0
Seq_1849122	46.05263157894737	14.473684210526317	39.473684210526315
Seq_1639074	38.15789473684211	21.052631578947366	40.78947368421053
Seq_1849126	50.0	9.375	40.625
Seq_1996548	65.38461538461539	0.0	34.61538461538461
Seq_1126736	57.74647887323944	11.267605633802818	30.985915492957744
Seq_2164486	56.060606060606055	10.606060606060606	33.33333333333333
Seq_600937	72.85714285714285	0.0	27.142857142857142
Seq_1623830	65.59139784946237	10.75268817204301	23.655913978494624
Seq_1509571	17.117117117117118	36.93693693693694	45.94594594594595
Seq_306805	46.25	8.75	45.0
Seq_491318	34.54545454545455	34.54545454545455	30.909090909090907
Seq_50091	51.06382978723404	31.914893617021278	17.02127659574468
Seq_917942	74.53416149068323	1.2422360248447204	24.22360248447205
Seq_500378	62.88659793814433	15.463917525773196	21.649484536082475
Seq_1447009	30.985915492957744	29.577464788732392	39.436619718309856
Seq_1232102	3.9603960396039604	45.54455445544555	50.495049504950494
Seq_1857594	36.08247422680412	24.742268041237114	39.175257731958766
Seq_482183	0.0	0.0	100.0
Seq_23580	24.358974358974358	24.358974358974358	51.28205128205128
Seq_1586965	74.24242424242425	0.0	25.757575757575758
Seq_1834505	0.0	41.46341463414634	58.536585365853654
Seq_1834507	0.0	44.73684210526316	55.26315789473685
Seq_1432154	43.20987654320987	25.925925925925924	30.864197530864196
Seq_1626344	0.0	0.0	100.0
Seq_2071708	51.470588235294116	13.23529411764706	35.294117647058826
Seq_1714833	0.0	32.38095238095238	67.61904761904762
Seq_1181745	82.71604938271605	0.0	17.28395061728395
Seq_1423822	83.33333333333334	0.0	16.666666666666664
Seq_1823342	33.33333333333333	1.5151515151515151	65.15151515151516
Seq_461702	31.818181818181817	34.54545454545455	33.63636363636363
Seq_2388524	0.0	45.45454545454545	54.54545454545454
Seq_2312781	47.368421052631575	33.33333333333333	19.298245614035086
Seq_1864282	11.458333333333332	27.083333333333332	61.458333333333336
Seq_1864280	9.782608695652174	30.434782608695656	59.78260869565217
Seq_487296	40.963855421686745	14.457831325301203	44.57831325301205
Seq_487294	35.35353535353536	23.232323232323232	41.41414141414141
Seq_2199717	47.82608695652174	14.492753623188406	37.68115942028986
Seq_564298	11.731843575418994	0.0	88.26815642458101
Seq_2235965	26.136363636363637	17.045454545454543	56.81818181818182
Seq_1810337	35.199999999999996	13.600000000000001	51.2
Seq_414367	23.448275862068964	28.27586206896552	48.275862068965516
Seq_1535133	25.64102564102564	1.282051282051282	73.07692307692307
Seq_63163	38.028169014084504	30.985915492957744	30.985915492957744
Seq_2092370	78.125	0.0	21.875
Seq_616223	57.14285714285714	1.2987012987012987	41.55844155844156
Seq_2192098	3.4482758620689653	45.97701149425287	50.57471264367817
Seq_1843952	0.0	43.689320388349515	56.310679611650485
Seq_1334088	3.076923076923077	32.30769230769231	64.61538461538461
Seq_692056	0.0	0.0	100.0
Seq_911652	47.22222222222222	20.833333333333336	31.944444444444443
Seq_2211423	80.89887640449437	0.0	19.101123595505616
Seq_2244226	39.77272727272727	23.863636363636363	36.36363636363637
Seq_441700	57.25806451612904	1.6129032258064515	41.12903225806452
Seq_96463	24.390243902439025	31.70731707317073	43.90243902439025
Seq_1658426	0.0	0.0	100.0
Seq_2098144	63.793103448275865	0.0	36.206896551724135
Seq_2098146	60.71428571428571	1.7857142857142856	37.5
Seq_1074959	0.0	60.97560975609756	39.02439024390244
Seq_276208	11.11111111111111	45.45454545454545	43.43434343434344
Seq_2098148	50.74626865671642	8.955223880597014	40.298507462686565
Seq_772974	12.195121951219512	4.878048780487805	82.92682926829268
Seq_2422639	56.25	12.5	31.25
Seq_2118474	81.9672131147541	0.0	18.0327868852459
Seq_261563	41.7910447761194	21.641791044776117	36.56716417910448
Seq_316750	6.315789473684211	50.526315789473685	43.15789473684211
Seq_1662896	82.45614035087719	0.0	17.543859649122805
Seq_2412330	75.34246575342466	0.0	24.65753424657534
Seq_1080537	9.6	5.6000000000000005	84.8
Seq_1080532	4.724409448818897	5.511811023622047	89.76377952755905
Seq_424680	28.421052631578945	0.0	71.57894736842105
Seq_720099	40.19607843137255	11.76470588235294	48.03921568627451
Seq_1195368	36.0655737704918	22.950819672131146	40.98360655737705
Seq_1195369	31.428571428571427	25.71428571428571	42.857142857142854
Seq_2392740	65.27777777777779	2.7777777777777777	31.944444444444443
Seq_797661	9.090909090909092	4.040404040404041	86.86868686868688
Seq_541881	67.53246753246754	0.0	32.467532467532465
Seq_1753200	27.61904761904762	24.761904761904763	47.61904761904761
Seq_46733	43.24324324324324	8.108108108108109	48.64864864864865
Seq_2175483	0.0	29.78723404255319	70.2127659574468
Seq_95848	60.0	10.0	30.0
Seq_176950	47.82608695652174	21.73913043478261	30.434782608695656
Seq_361350	0.0	0.0	100.0
Seq_1781203	0.0	29.213483146067414	70.78651685393258
Seq_2047346	0.0	0.0	100.0
Seq_1211837	60.747663551401864	0.0	39.25233644859813
Seq_1672866	42.70833333333333	2.083333333333333	55.208333333333336
Seq_334737	0.0	0.0	100.0
Seq_1915067	51.19047619047619	15.476190476190476	33.33333333333333
Seq_1243510	70.08547008547008	1.7094017094017095	28.205128205128204
Seq_1121709	27.21518987341772	20.88607594936709	51.89873417721519
Seq_2057879	32.53012048192771	24.096385542168676	43.373493975903614
Seq_1734110	12.987012987012985	23.376623376623375	63.63636363636363
Seq_746626	10.465116279069768	32.55813953488372	56.97674418604651
Seq_692948	19.607843137254903	48.03921568627451	32.35294117647059
Seq_1220848	13.157894736842104	32.45614035087719	54.385964912280706
Seq_347387	32.45614035087719	28.947368421052634	38.59649122807017
Seq_1250617	0.0	32.53012048192771	67.46987951807229
Seq_2002793	10.06711409395973	18.79194630872483	71.14093959731544
Seq_1746387	72.04301075268818	8.60215053763441	19.35483870967742
Seq_2100867	4.10958904109589	52.054794520547944	43.83561643835616
Seq_759737	57.02479338842975	13.223140495867769	29.75206611570248
Seq_636553	34.523809523809526	20.238095238095237	45.23809523809524
Seq_369752	35.947712418300654	19.607843137254903	44.44444444444444
Seq_1029594	20.0	30.0	50.0
Seq_701206	38.46153846153847	25.64102564102564	35.8974358974359
Seq_646927	63.91752577319587	0.0	36.08247422680412
Seq_1271527	16.25	7.5	76.25
Seq_1187249	24.731182795698924	37.634408602150536	37.634408602150536
Seq_2439676	4.819277108433735	45.78313253012048	49.39759036144578
Seq_361393	0.0	0.0	100.0
Seq_817826	3.225806451612903	40.86021505376344	55.91397849462365
Seq_2180151	26.31578947368421	36.84210526315789	36.84210526315789
Seq_1650778	57.49999999999999	0.0	42.5
Seq_2180159	33.65384615384615	28.846153846153843	37.5
Seq_54301	0.0	0.0	100.0
Seq_1930095	58.108108108108105	0.0	41.891891891891895
Seq_1261593	0.0	46.34146341463415	53.65853658536586
Seq_318173	38.18181818181819	23.636363636363637	38.18181818181819
Seq_318171	35.0	23.333333333333332	41.66666666666667
Seq_1071798	71.71717171717171	0.0	28.28282828282828
Seq_2425856	31.03448275862069	8.045977011494253	60.91954022988506
Seq_1780159	27.173913043478258	14.130434782608695	58.69565217391305
Seq_1430145	13.043478260869565	23.91304347826087	63.04347826086957
Seq_1570164	56.481481481481474	0.0	43.51851851851852
Seq_1570006	63.92405063291139	0.0	36.075949367088604
Seq_621943	35.714285714285715	28.57142857142857	35.714285714285715
Seq_1875851	29.72972972972973	6.756756756756757	63.51351351351351
Seq_2249535	34.0	14.000000000000002	52.0
Seq_1835665	0.0	0.0	100.0
Seq_2191701	0.0	57.647058823529406	42.35294117647059
Seq_1486854	25.581395348837212	32.55813953488372	41.86046511627907
Seq_1930279	42.857142857142854	12.380952380952381	44.761904761904766
Seq_1930275	55.172413793103445	6.896551724137931	37.93103448275862
Seq_2439940	58.69565217391305	6.521739130434782	34.78260869565217
Seq_2191708	14.184397163120568	34.751773049645394	51.06382978723404
Seq_2253514	10.92436974789916	32.773109243697476	56.30252100840336
Seq_899389	10.843373493975903	48.19277108433735	40.963855421686745
Seq_1767213	12.977099236641221	41.221374045801525	45.80152671755725
Seq_917005	50.76923076923077	12.307692307692308	36.92307692307693
Seq_571133	12.76595744680851	38.297872340425535	48.93617021276596
Seq_1008030	36.0	33.33333333333333	30.666666666666664
Seq_1254663	32.55813953488372	34.883720930232556	32.55813953488372
Seq_252259	43.333333333333336	20.0	36.666666666666664
Seq_252254	35.95505617977528	25.842696629213485	38.20224719101123
Seq_672293	23.809523809523807	34.92063492063492	41.269841269841265
Seq_2427321	26.0	16.0	57.99999999999999
